ID,Area,City,Restaurant Price,Avg Rating,Total Rating,Food Item,Food Type,Delivery Time,Review
6687,City Center,Delhi,300,4.2,5166,Lassi,Fast Food,40-50 min,It was okay.
6688,Downtown,Chennai,400,4.0,8474,Chicken Biryani,Vegan,20-30 min,A decent meal.
6689,Tech Park,Kolkata,800,5.0,7661,Samosa,Vegan,20-30 min,Mediocre experience.
6690,City Center,Mumbai,500,4.5,2420,Mango Shake,Healthy,30-40 min,Average taste.
6691,City Center,Mumbai,700,3.0,5995,Poke Bowl,Non-Vegetarian,50-60 min,Delicious and fresh.
6692,Residential Area,Ahmedabad,500,4.5,1983,Ramen,Healthy,40-50 min,Perfectly cooked and well-seasoned.
6693,Residential Area,Bangalore,400,3.5,5465,Sushi,Fast Food,30-40 min,My new favorite dish!
6694,Residential Area,Hyderabad,300,3.0,9652,Shawarma,Gluten-Free,20-30 min,Perfectly cooked and well-seasoned.
6695,Suburb,Bangalore,700,4.0,8207,Salmon Teriyaki,Non-Vegetarian,50-60 min,Tasty and worth the price.
6696,Business District,Bangalore,1000,4.2,7810,Spring Rolls,Healthy,20-30 min,It was okay.
6697,Downtown,Mumbai,900,4.2,6842,Poke Bowl,Vegetarian,20-30 min,Wouldn't order again.
6698,Business District,Pune,900,3.0,5632,Waffles,Non-Vegetarian,50-60 min,Not worth the price.
6699,Business District,Mumbai,700,4.7,4483,Fruit Bowl,Gluten-Free,40-50 min,Would order again if needed.
6700,City Center,Pune,100,3.5,9522,Chicken Wings,Non-Vegetarian,30-40 min,Perfectly cooked and well-seasoned.
6701,Residential Area,Pune,800,3.5,4545,Shawarma,Vegan,30-40 min,Perfectly cooked and well-seasoned.
6702,Old Town,Delhi,100,4.0,9259,Samosa,Non-Vegetarian,30-40 min,Best meal I've had in a while!
6703,Business District,Ahmedabad,900,5.0,8019,Shawarma,Vegetarian,50-60 min,Superb packaging and presentation.
6704,Suburb,Mumbai,400,3.0,742,Cold Coffee,Fast Food,30-40 min,"Good, but nothing extraordinary."
6705,Tech Park,Bangalore,900,4.0,9622,Idli Sambar,Healthy,50-60 min,My new favorite dish!
6706,Suburb,Hyderabad,200,3.5,610,BBQ Ribs,Vegan,20-30 min,Delicious and fresh.
6707,Tech Park,Chennai,100,4.7,5812,Lassi,Gluten-Free,30-40 min,Would order again if needed.
6708,City Center,Delhi,400,4.7,7462,Ramen,Fast Food,30-40 min,Cold and stale food.
6709,Residential Area,Ahmedabad,800,4.5,2298,Momos,Healthy,20-30 min,Mediocre experience.
6710,Residential Area,Kolkata,400,4.0,4513,Shawarma,Vegan,20-30 min,Wouldn't order again.
6711,Tech Park,Delhi,300,5.0,9412,Croissant,Vegan,30-40 min,Highly recommended!
6712,City Center,Ahmedabad,800,4.5,1419,Pani Puri,Non-Vegetarian,30-40 min,Amazing taste and quick delivery.
6713,City Center,Delhi,400,4.5,1345,Greek Salad,Vegetarian,50-60 min,My new favorite dish!
6714,City Center,Pune,700,4.0,2604,Smoothie Bowl,Fast Food,20-30 min,Delicious and fresh.
6715,Residential Area,Kolkata,700,4.7,7884,Smoothie Bowl,Fast Food,40-50 min,Amazing taste and quick delivery.
6716,City Center,Kolkata,100,5.0,6711,Lassi,Non-Vegetarian,20-30 min,Best meal I've had in a while!
6717,Residential Area,Ahmedabad,600,3.0,5030,Fish and Chips,Vegan,20-30 min,My new favorite dish!
6718,Tech Park,Mumbai,100,3.5,8806,Fish and Chips,Gluten-Free,50-60 min,Tasty and worth the price.
6719,Tech Park,Pune,500,4.5,6040,Falafel Wrap,Fast Food,40-50 min,Tasty and worth the price.
6720,Tech Park,Pune,900,4.5,9171,Lassi,Gluten-Free,20-30 min,Absolutely loved it!
6721,Tech Park,Chennai,800,4.7,5473,Dosa,Vegetarian,50-60 min,Late delivery ruined it.
6722,Old Town,Delhi,800,5.0,4444,Fish and Chips,Healthy,50-60 min,Best meal I've had in a while!
6723,Residential Area,Bangalore,1000,4.0,4129,Ramen,Vegetarian,50-60 min,Too spicy and oily.
6724,Downtown,Mumbai,900,5.0,9109,Margherita Pizza,Vegan,30-40 min,Delicious and fresh.
6725,Tech Park,Delhi,900,4.7,7893,Idli Sambar,Gluten-Free,40-50 min,Tasty and worth the price.
6726,City Center,Kolkata,200,5.0,4669,Fish and Chips,Healthy,20-30 min,It was okay.
6727,City Center,Chennai,900,4.2,6200,Smoothie Bowl,Vegan,30-40 min,"Good, but nothing extraordinary."
6728,City Center,Delhi,1000,3.5,6352,Spring Rolls,Gluten-Free,50-60 min,Wouldn't order again.
6729,Suburb,Chennai,100,4.0,1388,Salmon Teriyaki,Vegan,40-50 min,Highly recommended!
6730,Suburb,Delhi,700,4.5,892,Pepperoni Pizza,Fast Food,30-40 min,Late delivery ruined it.
6731,Suburb,Mumbai,400,4.5,1723,Pani Puri,Gluten-Free,50-60 min,Delicious and fresh.
6732,Old Town,Mumbai,200,4.0,9129,Lassi,Fast Food,30-40 min,Would order again if needed.
6733,Suburb,Bangalore,1000,3.0,7692,Pancakes,Vegetarian,20-30 min,Best meal I've had in a while!
6734,City Center,Delhi,100,4.2,2131,French Fries,Vegetarian,30-40 min,Best meal I've had in a while!
6735,Business District,Hyderabad,100,4.0,9316,Tacos,Healthy,50-60 min,A decent meal.
6736,Downtown,Hyderabad,200,3.5,4135,Pepperoni Pizza,Vegan,40-50 min,Wouldn't order again.
6737,Downtown,Hyderabad,300,3.5,1062,Samosa,Vegetarian,30-40 min,Tasty and worth the price.
6738,Old Town,Ahmedabad,600,4.7,4848,Grilled Cheese,Healthy,40-50 min,Mediocre experience.
6739,Tech Park,Hyderabad,1000,4.5,7427,Steak,Non-Vegetarian,20-30 min,A decent meal.
6740,Business District,Chennai,700,4.5,766,Brownie,Vegetarian,50-60 min,It was okay.
6741,Suburb,Mumbai,100,4.7,2234,Steak,Fast Food,20-30 min,My new favorite dish!
6742,Suburb,Ahmedabad,100,4.2,8901,Pancakes,Fast Food,20-30 min,Standard quality.
6743,Downtown,Pune,500,3.5,9975,Greek Salad,Fast Food,40-50 min,Standard quality.
6744,Downtown,Mumbai,900,4.5,1320,Cheeseburger,Vegetarian,20-30 min,Amazing taste and quick delivery.
6745,Old Town,Hyderabad,600,4.5,9809,Margherita Pizza,Healthy,30-40 min,Amazing taste and quick delivery.
6746,Suburb,Bangalore,300,4.5,7784,Dal Makhani,Fast Food,50-60 min,Perfectly cooked and well-seasoned.
6747,Downtown,Mumbai,300,4.5,4666,French Fries,Gluten-Free,50-60 min,Wouldn't order again.
6748,Tech Park,Bangalore,1000,4.0,9563,Croissant,Healthy,30-40 min,Mediocre experience.
6749,Old Town,Bangalore,1000,3.0,3917,Shawarma,Gluten-Free,50-60 min,Would order again if needed.
6750,Downtown,Hyderabad,300,4.7,3888,Tandoori Chicken,Vegan,20-30 min,Perfectly cooked and well-seasoned.
6751,Business District,Delhi,700,5.0,1148,Greek Salad,Vegetarian,20-30 min,Would order again if needed.
6752,Residential Area,Kolkata,700,3.0,6247,Steak,Fast Food,20-30 min,Would order again if needed.
6753,Tech Park,Kolkata,800,3.0,7518,Bubble Tea,Healthy,30-40 min,Amazing taste and quick delivery.
6754,Tech Park,Chennai,200,4.7,2753,Steak,Non-Vegetarian,30-40 min,Perfectly cooked and well-seasoned.
6755,City Center,Bangalore,100,3.5,1101,Spring Rolls,Gluten-Free,40-50 min,Nothing special but edible.
6756,Suburb,Kolkata,100,3.5,1474,Dosa,Fast Food,20-30 min,Superb packaging and presentation.
6757,Tech Park,Delhi,100,4.5,9550,Dosa,Vegetarian,50-60 min,Highly recommended!
6758,Suburb,Delhi,100,3.5,4206,Gulab Jamun,Vegetarian,30-40 min,Best meal I've had in a while!
6759,Residential Area,Ahmedabad,1000,5.0,5398,BBQ Ribs,Fast Food,20-30 min,Amazing taste and quick delivery.
6760,Business District,Hyderabad,900,4.5,1595,Idli Sambar,Healthy,40-50 min,It was okay.
6761,Suburb,Mumbai,200,4.7,3966,Bagel,Healthy,40-50 min,Amazing taste and quick delivery.
6762,Old Town,Delhi,800,3.5,8496,Fish and Chips,Healthy,20-30 min,Mediocre experience.
6763,Suburb,Ahmedabad,500,4.7,882,Pani Puri,Vegetarian,50-60 min,Disappointed.
6764,City Center,Mumbai,900,4.2,1603,Poke Bowl,Fast Food,50-60 min,Nothing special but edible.
6765,Suburb,Bangalore,400,3.0,7826,Chicken Biryani,Vegan,50-60 min,My new favorite dish!
6766,Business District,Ahmedabad,800,4.5,2395,Tandoori Chicken,Healthy,50-60 min,A decent meal.
6767,Business District,Chennai,100,5.0,2354,Veg Biryani,Gluten-Free,40-50 min,Highly recommended!
6768,Downtown,Hyderabad,1000,5.0,1539,Waffles,Fast Food,20-30 min,Nothing special but edible.
6769,Residential Area,Hyderabad,100,5.0,5972,Tacos,Vegan,50-60 min,Superb packaging and presentation.
6770,Suburb,Ahmedabad,200,4.7,9745,Mango Shake,Non-Vegetarian,30-40 min,Terrible taste!
6771,Downtown,Hyderabad,700,3.0,6245,Idli Sambar,Vegetarian,30-40 min,Superb packaging and presentation.
6772,Business District,Hyderabad,600,3.0,1849,Cheeseburger,Healthy,30-40 min,Superb packaging and presentation.
6773,Downtown,Mumbai,700,5.0,3798,Greek Salad,Vegan,40-50 min,Wouldn't order again.
6774,Business District,Hyderabad,500,4.5,364,Waffles,Gluten-Free,50-60 min,Perfectly cooked and well-seasoned.
6775,Residential Area,Ahmedabad,1000,4.0,3793,Sushi,Vegan,50-60 min,Highly recommended!
6776,Business District,Pune,500,4.7,4097,Greek Salad,Vegan,20-30 min,Not as described.
6777,Tech Park,Pune,1000,3.0,6960,Burrito,Non-Vegetarian,20-30 min,Mediocre experience.
6778,Residential Area,Kolkata,300,4.0,2936,Fruit Bowl,Non-Vegetarian,50-60 min,Tasty and worth the price.
6779,Downtown,Pune,500,4.0,4487,Greek Salad,Healthy,50-60 min,Best meal I've had in a while!
6780,Downtown,Mumbai,1000,5.0,1179,Lassi,Healthy,40-50 min,Delicious and fresh.
6781,City Center,Ahmedabad,200,5.0,4401,Chicken Caesar Salad,Healthy,20-30 min,Wouldn't order again.
6782,Downtown,Bangalore,400,4.0,2588,Waffles,Non-Vegetarian,50-60 min,"Good, but nothing extraordinary."
6783,Suburb,Mumbai,900,3.5,6908,Paneer Butter Masala,Gluten-Free,40-50 min,Absolutely loved it!
6784,City Center,Chennai,600,4.0,2780,Cheeseburger,Healthy,30-40 min,Delicious and fresh.
6785,Tech Park,Chennai,700,3.0,601,Fish and Chips,Fast Food,20-30 min,Average taste.
6786,Residential Area,Pune,700,4.7,7182,Dosa,Vegan,20-30 min,A decent meal.
6787,Tech Park,Delhi,1000,3.0,1899,Steak,Healthy,20-30 min,Worst experience ever.
6788,Tech Park,Delhi,200,4.7,5924,Pav Bhaji,Healthy,20-30 min,Tasty and worth the price.
6789,Old Town,Chennai,100,4.5,2204,Paneer Butter Masala,Non-Vegetarian,20-30 min,Perfectly cooked and well-seasoned.
6790,Old Town,Hyderabad,200,4.0,7229,Paneer Butter Masala,Gluten-Free,40-50 min,Worst experience ever.
6791,Downtown,Mumbai,1000,4.2,4700,Burrito,Fast Food,20-30 min,It was okay.
6792,City Center,Mumbai,600,3.0,9473,Idli Sambar,Vegetarian,20-30 min,Tasty and worth the price.
6793,Tech Park,Delhi,300,4.2,8091,Fish and Chips,Vegan,50-60 min,Late delivery ruined it.
6794,Residential Area,Kolkata,800,4.7,8441,Chicken Caesar Salad,Gluten-Free,40-50 min,Best meal I've had in a while!
6795,Suburb,Pune,600,3.5,2812,Salmon Teriyaki,Vegetarian,50-60 min,Not as described.
6796,Residential Area,Hyderabad,200,5.0,2267,Falafel Wrap,Non-Vegetarian,20-30 min,Standard quality.
6797,Downtown,Mumbai,800,4.2,7942,Chow Mein,Gluten-Free,40-50 min,Tasty and worth the price.
6798,Business District,Pune,800,4.0,7480,Ramen,Vegan,40-50 min,Highly recommended!
6799,Downtown,Kolkata,500,4.7,3255,Tacos,Gluten-Free,20-30 min,Best meal I've had in a while!
6800,Downtown,Kolkata,1000,3.0,8175,Mango Shake,Vegan,30-40 min,It was okay.
6801,Suburb,Bangalore,400,4.0,4924,Chicken Biryani,Vegan,30-40 min,"Good, but nothing extraordinary."
6802,Old Town,Kolkata,100,3.5,862,Dosa,Vegan,50-60 min,Wouldn't order again.
6803,Tech Park,Kolkata,300,4.2,7451,Falafel Wrap,Fast Food,40-50 min,Not worth the price.
6804,Old Town,Mumbai,800,4.2,9278,Fish and Chips,Vegan,40-50 min,Best meal I've had in a while!
6805,Business District,Pune,600,5.0,153,Ramen,Gluten-Free,40-50 min,Delicious and fresh.
6806,Old Town,Ahmedabad,900,4.7,1968,BBQ Ribs,Non-Vegetarian,40-50 min,Best meal I've had in a while!
6807,Residential Area,Mumbai,400,4.0,2646,Fruit Bowl,Gluten-Free,40-50 min,Neither great nor bad.
6808,Suburb,Kolkata,200,4.7,2003,Steak,Gluten-Free,40-50 min,Nothing special but edible.
6809,Old Town,Delhi,400,3.5,7075,Fruit Bowl,Vegetarian,40-50 min,Amazing taste and quick delivery.
6810,Residential Area,Pune,700,4.2,3831,Bagel,Fast Food,40-50 min,A decent meal.
6811,Downtown,Chennai,200,4.5,704,Sushi,Fast Food,50-60 min,Wouldn't order again.
6812,Residential Area,Delhi,300,4.7,2297,Veg Biryani,Gluten-Free,50-60 min,Average taste.
6813,City Center,Bangalore,600,3.5,2170,Ramen,Non-Vegetarian,40-50 min,Amazing taste and quick delivery.
6814,Residential Area,Delhi,900,5.0,639,Tacos,Non-Vegetarian,50-60 min,Terrible taste!
6815,Old Town,Mumbai,800,4.7,4674,Pav Bhaji,Non-Vegetarian,20-30 min,Not as described.
6816,Tech Park,Ahmedabad,800,4.5,2207,Tandoori Chicken,Vegetarian,20-30 min,Too spicy and oily.
6817,Downtown,Kolkata,100,4.7,9319,Croissant,Gluten-Free,50-60 min,Would order again if needed.
6818,Business District,Hyderabad,200,3.0,2725,Fruit Bowl,Gluten-Free,50-60 min,A decent meal.
6819,City Center,Kolkata,400,4.0,7100,Smoothie Bowl,Vegan,40-50 min,Highly recommended!
6820,Tech Park,Ahmedabad,100,3.5,8063,Chicken Biryani,Healthy,30-40 min,Wouldn't order again.
6821,Suburb,Delhi,800,5.0,3582,Pani Puri,Vegetarian,40-50 min,Best meal I've had in a while!
6822,Tech Park,Ahmedabad,600,4.0,7230,Cold Coffee,Healthy,20-30 min,Not worth the price.
6823,Business District,Bangalore,200,4.7,3134,BBQ Ribs,Gluten-Free,50-60 min,Terrible taste!
6824,Downtown,Pune,1000,5.0,7082,Greek Salad,Vegetarian,30-40 min,Nothing special but edible.
6825,Old Town,Kolkata,1000,5.0,8140,Chicken Wings,Vegetarian,30-40 min,Average taste.
6826,Residential Area,Bangalore,200,4.5,3808,Spring Rolls,Gluten-Free,50-60 min,Amazing taste and quick delivery.
6827,City Center,Pune,100,3.0,3901,Samosa,Vegan,50-60 min,A decent meal.
6828,Business District,Delhi,200,4.5,1890,Pho,Vegan,50-60 min,My new favorite dish!
6829,Old Town,Mumbai,300,5.0,4722,BBQ Ribs,Gluten-Free,40-50 min,Highly recommended!
6830,Residential Area,Ahmedabad,800,4.2,7488,Gulab Jamun,Fast Food,50-60 min,Would order again if needed.
6831,Tech Park,Hyderabad,800,3.0,3128,Steak,Vegan,20-30 min,Absolutely loved it!
6832,Tech Park,Bangalore,700,3.5,8795,Paneer Butter Masala,Vegetarian,20-30 min,Highly recommended!
6833,City Center,Bangalore,600,4.5,9341,Choco Lava Cake,Vegan,50-60 min,Perfectly cooked and well-seasoned.
6834,Business District,Hyderabad,200,5.0,1966,Pepperoni Pizza,Healthy,50-60 min,Superb packaging and presentation.
6835,Business District,Ahmedabad,100,4.0,5726,Pepperoni Pizza,Healthy,40-50 min,A decent meal.
6836,Downtown,Mumbai,800,4.0,270,Burrito,Non-Vegetarian,40-50 min,Cold and stale food.
6837,Tech Park,Pune,800,4.5,1588,Chow Mein,Gluten-Free,20-30 min,Delicious and fresh.
6838,City Center,Ahmedabad,100,4.7,4416,Steak,Vegan,40-50 min,Tasty and worth the price.
6839,Residential Area,Ahmedabad,900,5.0,9635,Fruit Bowl,Non-Vegetarian,30-40 min,Superb packaging and presentation.
6840,City Center,Ahmedabad,1000,4.7,1720,Veg Biryani,Vegan,20-30 min,Delicious and fresh.
6841,Residential Area,Hyderabad,700,3.0,3372,Pani Puri,Healthy,20-30 min,Highly recommended!
6842,Downtown,Bangalore,600,4.0,2688,Poke Bowl,Fast Food,50-60 min,My new favorite dish!
6843,Suburb,Kolkata,400,4.0,2823,Butter Chicken,Fast Food,50-60 min,Average taste.
6844,Downtown,Kolkata,800,3.0,6246,Pancakes,Vegan,20-30 min,Mediocre experience.
6845,City Center,Kolkata,500,5.0,4726,Pav Bhaji,Vegan,50-60 min,Worst experience ever.
6846,Tech Park,Bangalore,300,4.7,4679,Avocado Toast,Healthy,20-30 min,Not worth the price.
6847,Suburb,Mumbai,300,3.5,5625,Avocado Toast,Healthy,20-30 min,Tasty and worth the price.
6848,Residential Area,Ahmedabad,900,3.5,5711,Paneer Butter Masala,Vegan,40-50 min,Mediocre experience.
6849,Tech Park,Mumbai,400,3.5,7941,Mango Shake,Gluten-Free,30-40 min,Highly recommended!
6850,City Center,Kolkata,900,4.0,7205,Cheeseburger,Healthy,20-30 min,Standard quality.
6851,Downtown,Pune,300,4.0,9376,Avocado Toast,Vegan,30-40 min,Absolutely loved it!
6852,Old Town,Hyderabad,300,3.0,9322,Tandoori Chicken,Healthy,40-50 min,Absolutely loved it!
6853,Tech Park,Delhi,200,4.2,5562,Fruit Bowl,Vegetarian,30-40 min,Wouldn't order again.
6854,Business District,Bangalore,600,4.2,4329,Pav Bhaji,Vegan,50-60 min,Cold and stale food.
6855,Business District,Chennai,800,5.0,7045,Brownie,Healthy,50-60 min,Disappointed.
6856,Downtown,Chennai,200,5.0,3257,Chicken Wings,Fast Food,50-60 min,Delicious and fresh.
6857,Downtown,Pune,300,4.0,7761,Idli Sambar,Healthy,20-30 min,Perfectly cooked and well-seasoned.
6858,Business District,Hyderabad,400,5.0,7847,Smoothie Bowl,Non-Vegetarian,20-30 min,Amazing taste and quick delivery.
6859,Residential Area,Bangalore,1000,4.0,3243,Chicken Biryani,Fast Food,40-50 min,My new favorite dish!
6860,Suburb,Hyderabad,600,4.0,1877,Chow Mein,Vegetarian,30-40 min,Standard quality.
6861,Residential Area,Mumbai,100,3.0,7512,French Fries,Vegan,50-60 min,Perfectly cooked and well-seasoned.
6862,Tech Park,Pune,100,4.0,5054,Dosa,Non-Vegetarian,30-40 min,Would order again if needed.
6863,Old Town,Kolkata,600,4.7,2933,Chicken Wings,Healthy,20-30 min,My new favorite dish!
6864,Suburb,Kolkata,400,5.0,9130,Chicken Caesar Salad,Vegan,50-60 min,Wouldn't order again.
6865,Tech Park,Mumbai,1000,3.0,1156,Tacos,Gluten-Free,50-60 min,Tasty and worth the price.
6866,Old Town,Hyderabad,200,4.7,6426,Grilled Cheese,Vegetarian,20-30 min,Would order again if needed.
6867,Suburb,Hyderabad,900,4.2,4815,Poke Bowl,Gluten-Free,40-50 min,It was okay.
6868,Suburb,Pune,200,3.5,8385,Pho,Vegan,20-30 min,Nothing special but edible.
6869,City Center,Mumbai,500,4.5,4434,Shawarma,Non-Vegetarian,30-40 min,My new favorite dish!
6870,Downtown,Mumbai,600,4.2,5930,Butter Chicken,Fast Food,50-60 min,Worst experience ever.
6871,Tech Park,Delhi,700,4.5,7967,Shawarma,Gluten-Free,50-60 min,Amazing taste and quick delivery.
6872,Tech Park,Pune,500,3.0,7331,Chicken Wings,Non-Vegetarian,20-30 min,Absolutely loved it!
6873,Residential Area,Delhi,200,5.0,3739,Pani Puri,Vegetarian,40-50 min,Perfectly cooked and well-seasoned.
6874,Suburb,Pune,400,3.5,2440,Pav Bhaji,Gluten-Free,50-60 min,Tasty and worth the price.
6875,Suburb,Pune,1000,4.2,6596,Paneer Butter Masala,Non-Vegetarian,50-60 min,Mediocre experience.
6876,Residential Area,Ahmedabad,500,3.5,3185,Mango Shake,Non-Vegetarian,40-50 min,Too spicy and oily.
6877,City Center,Pune,200,3.0,3161,Cheeseburger,Vegetarian,20-30 min,My new favorite dish!
6878,Old Town,Pune,1000,3.0,724,Veg Biryani,Gluten-Free,30-40 min,Amazing taste and quick delivery.
6879,Old Town,Ahmedabad,100,4.7,8475,Waffles,Gluten-Free,20-30 min,Superb packaging and presentation.
6880,City Center,Chennai,100,4.5,636,Choco Lava Cake,Gluten-Free,50-60 min,Perfectly cooked and well-seasoned.
6881,Tech Park,Bangalore,700,4.7,2793,Tacos,Vegan,20-30 min,"Good, but nothing extraordinary."
6882,Tech Park,Hyderabad,1000,3.0,2141,Smoothie Bowl,Gluten-Free,30-40 min,"Good, but nothing extraordinary."
6883,Downtown,Delhi,800,4.0,7121,Margherita Pizza,Vegan,50-60 min,Highly recommended!
6884,Residential Area,Bangalore,300,3.0,3848,Ice Cream Sundae,Healthy,20-30 min,Standard quality.
6885,Old Town,Bangalore,300,3.0,8551,Salmon Teriyaki,Non-Vegetarian,50-60 min,Best meal I've had in a while!
6886,Old Town,Kolkata,100,4.5,9289,Pani Puri,Fast Food,30-40 min,Would order again if needed.
6887,Downtown,Bangalore,1000,4.0,4845,Ice Cream Sundae,Non-Vegetarian,20-30 min,My new favorite dish!
6888,Old Town,Kolkata,300,3.5,7168,Pho,Gluten-Free,30-40 min,Not worth the price.
6889,Business District,Pune,300,4.0,7925,Butter Chicken,Vegetarian,40-50 min,Average taste.
6890,Downtown,Bangalore,400,4.5,1264,Veg Biryani,Fast Food,50-60 min,Perfectly cooked and well-seasoned.
6891,City Center,Kolkata,1000,5.0,6295,Pepperoni Pizza,Gluten-Free,30-40 min,Average taste.
6892,Residential Area,Chennai,300,4.7,8946,Mango Shake,Vegetarian,40-50 min,Perfectly cooked and well-seasoned.
6893,City Center,Mumbai,400,4.2,9693,Poke Bowl,Vegetarian,20-30 min,Disappointed.
6894,Downtown,Pune,200,3.0,4755,Chow Mein,Vegan,20-30 min,Worst experience ever.
6895,Suburb,Ahmedabad,1000,4.0,3083,Tacos,Gluten-Free,50-60 min,Delicious and fresh.
6896,Tech Park,Hyderabad,800,4.0,1209,Pasta Alfredo,Healthy,30-40 min,Absolutely loved it!
6897,Business District,Delhi,100,3.0,8848,Gulab Jamun,Gluten-Free,40-50 min,Highly recommended!
6898,Downtown,Pune,100,3.5,6325,French Fries,Non-Vegetarian,20-30 min,Disappointed.
6899,Old Town,Bangalore,300,4.2,6501,Choco Lava Cake,Non-Vegetarian,30-40 min,Wouldn't order again.
6900,Tech Park,Bangalore,1000,3.5,9545,Veg Biryani,Healthy,20-30 min,Wouldn't order again.
6901,Business District,Chennai,500,4.5,537,Steak,Healthy,50-60 min,Cold and stale food.
6902,Business District,Ahmedabad,1000,5.0,9195,Waffles,Gluten-Free,50-60 min,"Good, but nothing extraordinary."
6903,Suburb,Kolkata,200,4.7,7910,Pepperoni Pizza,Non-Vegetarian,30-40 min,Worst experience ever.
6904,Suburb,Mumbai,600,4.0,1115,Butter Chicken,Vegan,30-40 min,Amazing taste and quick delivery.
6905,Suburb,Pune,800,3.5,8097,Chicken Caesar Salad,Gluten-Free,40-50 min,Neither great nor bad.
6906,Business District,Hyderabad,500,3.5,8604,Tandoori Chicken,Vegetarian,50-60 min,Worst experience ever.
6907,Business District,Hyderabad,800,4.0,9083,Pancakes,Vegetarian,30-40 min,My new favorite dish!
6908,Residential Area,Chennai,200,3.0,2364,Falafel Wrap,Vegetarian,20-30 min,Nothing special but edible.
6909,Business District,Ahmedabad,1000,4.5,5816,Paneer Butter Masala,Gluten-Free,40-50 min,Not worth the price.
6910,Tech Park,Ahmedabad,400,4.2,1653,Margherita Pizza,Vegan,20-30 min,Absolutely loved it!
6911,City Center,Pune,500,5.0,5976,Fruit Bowl,Non-Vegetarian,40-50 min,Tasty and worth the price.
6912,City Center,Pune,900,4.5,5004,Pani Puri,Vegetarian,40-50 min,Absolutely loved it!
6913,Tech Park,Pune,200,3.5,4139,Fish and Chips,Healthy,30-40 min,Nothing special but edible.
6914,Downtown,Chennai,600,4.7,7432,Pho,Gluten-Free,20-30 min,Absolutely loved it!
6915,Old Town,Chennai,600,3.0,1280,Salmon Teriyaki,Fast Food,20-30 min,Perfectly cooked and well-seasoned.
6916,Suburb,Kolkata,200,5.0,4087,Greek Salad,Non-Vegetarian,50-60 min,Not worth the price.
6917,Tech Park,Hyderabad,300,4.2,4158,Bagel,Fast Food,50-60 min,Delicious and fresh.
6918,Old Town,Kolkata,500,4.2,1273,Samosa,Gluten-Free,50-60 min,Tasty and worth the price.
6919,Business District,Chennai,1000,3.5,4957,Paneer Butter Masala,Fast Food,20-30 min,Best meal I've had in a while!
6920,Old Town,Kolkata,300,4.0,7554,Ice Cream Sundae,Vegetarian,20-30 min,Delicious and fresh.
6921,City Center,Mumbai,400,5.0,2473,Mango Shake,Non-Vegetarian,20-30 min,Terrible taste!
6922,Residential Area,Bangalore,600,4.5,7871,Gulab Jamun,Fast Food,50-60 min,Late delivery ruined it.
6923,City Center,Ahmedabad,100,4.2,1773,Pepperoni Pizza,Gluten-Free,30-40 min,Amazing taste and quick delivery.
6924,Business District,Delhi,300,3.0,7196,Idli Sambar,Vegan,50-60 min,Would order again if needed.
6925,Old Town,Kolkata,600,3.5,1931,Chow Mein,Vegetarian,30-40 min,Perfectly cooked and well-seasoned.
6926,Old Town,Hyderabad,500,4.0,8578,Fish and Chips,Vegetarian,20-30 min,Amazing taste and quick delivery.
6927,Downtown,Ahmedabad,500,4.2,3509,Fish and Chips,Vegan,40-50 min,Tasty and worth the price.
6928,Downtown,Delhi,700,4.7,495,Avocado Toast,Fast Food,40-50 min,Nothing special but edible.
6929,Downtown,Bangalore,400,4.0,6539,Pani Puri,Vegetarian,20-30 min,Perfectly cooked and well-seasoned.
6930,Residential Area,Chennai,800,4.5,5540,Mango Shake,Gluten-Free,40-50 min,Highly recommended!
6931,Suburb,Ahmedabad,900,4.2,1255,Tacos,Healthy,20-30 min,Not as described.
6932,Business District,Bangalore,200,3.5,9457,Pasta Alfredo,Fast Food,30-40 min,Not worth the price.
6933,Residential Area,Mumbai,200,5.0,5402,Brownie,Non-Vegetarian,20-30 min,Average taste.
6934,Residential Area,Bangalore,1000,4.7,3771,Greek Salad,Gluten-Free,30-40 min,"Good, but nothing extraordinary."
6935,Tech Park,Chennai,1000,4.5,557,Pepperoni Pizza,Non-Vegetarian,30-40 min,Nothing special but edible.
6936,Old Town,Ahmedabad,900,3.5,4070,Steak,Fast Food,40-50 min,Perfectly cooked and well-seasoned.
6937,Suburb,Hyderabad,600,4.2,3537,Ramen,Non-Vegetarian,50-60 min,A decent meal.
6938,Old Town,Delhi,500,4.2,3225,Margherita Pizza,Non-Vegetarian,20-30 min,Delicious and fresh.
6939,City Center,Hyderabad,200,4.5,4321,Ice Cream Sundae,Fast Food,30-40 min,Amazing taste and quick delivery.
6940,Old Town,Chennai,600,3.0,1833,Mango Shake,Fast Food,50-60 min,Superb packaging and presentation.
6941,Tech Park,Kolkata,200,4.7,8410,Paneer Butter Masala,Vegetarian,20-30 min,Tasty and worth the price.
6942,Suburb,Mumbai,300,3.0,4377,Brownie,Gluten-Free,40-50 min,My new favorite dish!
6943,City Center,Mumbai,900,4.0,6860,Dosa,Non-Vegetarian,30-40 min,Delicious and fresh.
6944,Business District,Chennai,100,3.5,8285,Spring Rolls,Non-Vegetarian,40-50 min,Would order again if needed.
6945,Tech Park,Bangalore,900,4.5,6482,Chicken Caesar Salad,Vegetarian,20-30 min,Standard quality.
6946,Downtown,Chennai,200,3.0,741,Gulab Jamun,Non-Vegetarian,40-50 min,Worst experience ever.
